Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,pollution_score,current_aqi_category,target_aqi_category,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH
10/09/2004,21.00.00,1.4,1017.0,,8.2,908.0,194.0,932.0,119.0,1354.0,880.0,27.1,31.0,1.0991,2004-09-10 21:00:00,0.3825233525248612,Moderate,Poor,21,10,9,4,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,840.1,2.6,,12.9,307.0,159.0,27.7,30.1,1.0991
10/09/2004,22.00.00,1.6,1063.0,,9.2,946.0,205.0,886.0,127.0,1391.0,996.0,26.0,33.4,1.1071,2004-09-10 22:00:00,0.4286981380948372,Poor,Poor,22,10,9,4,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,868.4,1.4,,8.2,194.0,119.0,27.1,31.0,1.0991
10/09/2004,23.00.00,1.7,1083.0,,9.3,951.0,223.0,880.0,131.0,1393.0,1054.0,25.1,35.7,1.1222,2004-09-10 23:00:00,0.45029469991999566,Poor,Poor,23,10,9,4,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,896.0700000000002,1.6,,9.2,205.0,127.0,26.0,33.4,1.1071
11/09/2004,00.00.00,1.6,1077.0,,10.4,994.0,176.0,829.0,101.0,1429.0,1081.0,24.3,38.5,1.1525,2004-09-11 00:00:00,0.4201262963068129,Poor,Moderate,0,11,9,5,1,0.0,1.0,-1.0,-1.8369701987210297e-16,935.5500000000001,1.7,,9.3,223.0,131.0,25.1,35.7,1.1222
11/09/2004,01.00.00,,968.0,,6.2,823.0,,952.0,,1343.0,828.0,23.4,40.7,1.1551,2004-09-11 01:00:00,0.3422533502004484,Moderate,Satisfactory,1,11,9,5,1,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,952.38,1.6,,10.4,176.0,101.0,24.3,38.5,1.1525
11/09/2004,02.00.00,,898.0,,4.2,720.0,,1059.0,,1259.0,661.0,23.2,41.2,1.1561,2004-09-11 02:00:00,0.26449607947062875,Satisfactory,Satisfactory,2,11,9,5,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,955.84,,,6.2,,,23.4,40.7,1.1551
11/09/2004,03.00.00,,859.0,,3.1,656.0,,1126.0,,1213.0,582.0,23.6,40.5,1.1667,2004-09-11 03:00:00,0.22407812744480804,Satisfactory,Good,3,11,9,5,1,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,955.8000000000001,,,4.2,,,23.2,41.2,1.1561
11/09/2004,04.00.00,,849.0,,2.3,607.0,,1189.0,,1190.0,544.0,23.5,40.9,1.1677,2004-09-11 04:00:00,0.20439560439560442,Good,Satisfactory,4,11,9,5,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,961.15,,,3.1,,,23.6,40.5,1.1667
11/09/2004,05.00.00,,886.0,,3.1,658.0,,1101.0,,1234.0,647.0,20.5,48.4,1.1557,2004-09-11 05:00:00,0.2400807360694612,Satisfactory,Satisfactory,5,11,9,5,1,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,992.1999999999999,,,2.3,,,23.5,40.9,1.1677
11/09/2004,06.00.00,,932.0,,4.0,708.0,,1057.0,,1285.0,720.0,20.7,48.4,1.1663,2004-09-11 06:00:00,0.28346454991965886,Satisfactory,Very Poor,6,11,9,5,1,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,1001.8799999999999,,,3.1,,,20.5,48.4,1.1557
11/09/2004,07.00.00,,1144.0,,10.8,1006.0,,757.0,,1535.0,1207.0,19.9,50.8,1.1694,2004-09-11 07:00:00,0.5252087553041868,Very Poor,Very Poor,7,11,9,5,1,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,1010.9199999999998,,,4.0,,,20.7,48.4,1.1663
11/09/2004,08.00.00,,1222.0,,13.0,1083.0,,729.0,,1624.0,1273.0,21.3,47.2,1.1825,2004-09-11 08:00:00,0.6069901848846203,Very Poor,Very Poor,8,11,9,5,1,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,1005.3600000000001,,,10.8,,,19.9,50.8,1.1694
11/09/2004,09.00.00,,1202.0,,10.3,989.0,,775.0,,1506.0,1303.0,24.0,40.8,1.1993,2004-09-11 09:00:00,0.5485109767074544,Very Poor,Severe,9,11,9,5,1,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,979.1999999999999,,,13.0,,,21.3,47.2,1.1825
11/09/2004,10.00.00,,1323.0,,16.3,1190.0,,698.0,,1702.0,1479.0,28.7,30.3,1.1769,2004-09-11 10:00:00,0.7327006405939507,Severe,Very Poor,10,11,9,5,1,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,869.61,,,10.3,,,24.0,40.8,1.1993
11/09/2004,11.00.00,,1219.0,,12.7,1074.0,,805.0,,1532.0,1191.0,31.9,24.7,1.1477,2004-09-11 11:00:00,0.5916400786412281,Very Poor,Poor,11,11,9,5,1,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,787.93,,,16.3,,,28.7,30.3,1.1769
11/09/2004,12.00.00,,1121.0,,9.7,965.0,,899.0,,1386.0,932.0,33.8,21.9,1.1331,2004-09-11 12:00:00,0.4652019477634481,Poor,Poor,12,11,9,5,1,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,740.2199999999999,,,12.7,,,31.9,24.7,1.1477
11/09/2004,13.00.00,,1096.0,,9.1,942.0,,893.0,,1366.0,826.0,32.7,22.7,1.1044,2004-09-11 13:00:00,0.42437926475666826,Poor,Moderate,13,11,9,5,1,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,742.2900000000001,,,9.7,,,33.8,21.9,1.1331
11/09/2004,14.00.00,,1019.0,,7.0,858.0,,989.0,,1270.0,631.0,33.0,21.3,1.0512,2004-09-11 14:00:00,0.338586465795472,Moderate,Moderate,14,11,9,5,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,702.9,,,9.1,,,32.7,22.7,1.1044
11/09/2004,15.00.00,,1045.0,,7.0,857.0,,994.0,,1308.0,598.0,33.9,21.2,1.0989,2004-09-11 15:00:00,0.3491247668236712,Moderate,Poor,15,11,9,5,1,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,718.68,,,7.0,,,33.0,21.3,1.0512
11/09/2004,16.00.00,,1147.0,,9.5,959.0,,872.0,,1387.0,796.0,35.9,20.3,1.1845,2004-09-11 16:00:00,0.44083454983748444,Poor,Poor,16,11,9,5,1,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,728.77,,,7.0,,,33.9,21.2,1.0989
11/09/2004,17.00.00,,1145.0,,9.8,971.0,,883.0,,1418.0,759.0,34.2,22.6,1.197,2004-09-11 17:00:00,0.4486978141976122,Poor,Very Poor,17,11,9,5,1,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,772.9200000000001,,,9.5,,,35.9,20.3,1.1845
11/09/2004,18.00.00,,1202.0,,11.7,1040.0,,815.0,,1506.0,886.0,32.0,27.3,1.2752,2004-09-11 18:00:00,0.5182551077848742,Very Poor,Very Poor,18,11,9,5,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,873.6,,,9.8,,,34.2,22.6,1.197
11/09/2004,19.00.00,,1283.0,,13.9,1112.0,,719.0,,1583.0,1071.0,29.3,32.6,1.3105,2004-09-11 19:00:00,0.5981887545615868,Very Poor,Poor,19,11,9,5,1,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,955.1800000000001,,,11.7,,,32.0,27.3,1.2752
11/09/2004,20.00.00,,1148.0,,8.7,929.0,,815.0,,1443.0,826.0,27.2,38.0,1.347,2004-09-11 20:00:00,0.4260572766438129,Poor,Very Poor,20,11,9,5,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1033.6,,,13.9,,,29.3,32.6,1.3105
11/09/2004,21.00.00,,1229.0,,10.9,1012.0,,743.0,,1562.0,1103.0,26.1,41.1,1.3705,2004-09-11 21:00:00,0.5374869203781233,Very Poor,Very Poor,21,11,9,5,1,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,1072.71,,,8.7,,,27.2,38.0,1.347
11/09/2004,22.00.00,,1287.0,,12.3,1060.0,,716.0,,1595.0,1221.0,25.3,44.6,1.4161,2004-09-11 22:00:00,0.5970962147523938,Very Poor,Very Poor,22,11,9,5,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,1128.38,,,10.9,,,26.1,41.1,1.3705
11/09/2004,23.00.00,,1285.0,,12.4,1062.0,,715.0,,1583.0,1449.0,24.6,47.2,1.4424,2004-09-11 23:00:00,0.6318190902886854,Very Poor,Very Poor,23,11,9,5,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,1161.1200000000001,,,12.3,,,25.3,44.6,1.4161
12/09/2004,00.00.00,,1251.0,,12.1,1055.0,,701.0,,1602.0,1364.0,24.1,48.8,1.4412,2004-09-12 00:00:00,0.6033465630783325,Very Poor,Poor,0,12,9,6,1,0.0,1.0,-1.0,-1.8369701987210297e-16,1176.08,,,12.4,,,24.6,47.2,1.4424
12/09/2004,01.00.00,,1120.0,,8.0,900.0,,811.0,,1462.0,1111.0,23.6,50.4,1.447,2004-09-12 01:00:00,0.45199160950606593,Poor,Poor,1,12,9,6,1,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,1189.44,,,12.1,,,24.1,48.8,1.4412
12/09/2004,02.00.00,,1108.0,,8.4,917.0,,797.0,,1495.0,1129.0,22.0,55.8,1.4585,2004-09-12 02:00:00,0.4614349595432108,Poor,Moderate,2,12,9,6,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1227.6,,,8.0,,,23.6,50.4,1.447
12/09/2004,03.00.00,,961.0,,4.9,759.0,,943.0,,1375.0,799.0,22.4,53.6,1.4379,2004-09-12 03:00:00,0.3112836319196947,Moderate,Moderate,3,12,9,6,1,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,1200.6399999999999,,,8.4,,,22.0,55.8,1.4585
12/09/2004,04.00.00,,950.0,,4.2,719.0,,982.0,,1372.0,771.0,21.6,55.8,1.4228,2004-09-12 04:00:00,0.29723713558462866,Moderate,Satisfactory,4,12,9,6,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1205.28,,,4.9,,,22.4,53.6,1.4379
12/09/2004,05.00.00,,901.0,,2.3,608.0,,1105.0,,1299.0,646.0,21.8,55.2,1.4184,2004-09-12 05:00:00,0.24204529527950158,Satisfactory,Satisfactory,5,12,9,6,1,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,1203.3600000000001,,,4.2,,,21.6,55.8,1.4228
12/09/2004,06.00.00,,903.0,,2.5,619.0,,1111.0,,1315.0,705.0,21.7,55.4,1.4192,2004-09-12 06:00:00,0.2568389342269801,Satisfactory,Moderate,6,12,9,6,1,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,1202.1799999999998,,,2.3,,,21.8,55.2,1.4184
12/09/2004,07.00.00,,1024.0,,4.9,757.0,,923.0,,1423.0,908.0,20.6,59.8,1.435,2004-09-12 07:00:00,0.3503389797506258,Moderate,Poor,7,12,9,6,1,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,1231.88,,,2.5,,,21.7,55.4,1.4192
12/09/2004,08.00.00,,1093.0,,6.6,837.0,,830.0,,1480.0,1047.0,22.1,55.3,1.4495,2004-09-12 08:00:00,0.41376858310373915,Poor,Poor,8,12,9,6,1,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,1222.13,,,4.9,,,20.6,59.8,1.435
12/09/2004,09.00.00,,1097.0,,6.5,833.0,,853.0,,1470.0,1015.0,24.8,48.2,1.4883,2004-09-12 09:00:00,0.41230994095632023,Poor,Poor,9,12,9,6,1,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,1195.3600000000001,,,6.6,,,22.1,55.3,1.4495
12/09/2004,10.00.00,,1126.0,,6.4,830.0,,853.0,,1528.0,938.0,27.9,43.4,1.6017,2004-09-12 10:00:00,0.4176187705797365,Poor,Moderate,10,12,9,6,1,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,1210.86,,,6.5,,,24.8,48.2,1.4883
12/09/2004,11.00.00,,1139.0,,5.6,794.0,,908.0,,1456.0,849.0,30.1,38.5,1.6212,2004-09-12 11:00:00,0.3926909979498035,Moderate,Poor,11,12,9,6,1,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,1158.8500000000001,,,6.4,,,27.9,43.4,1.6017
12/09/2004,12.00.00,,1178.0,,6.4,832.0,,858.0,,1542.0,844.0,28.2,48.6,1.8253,2004-09-12 12:00:00,0.42249849686466784,Poor,Poor,12,12,9,6,1,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,1370.52,,,5.6,,,30.1,38.5,1.6212
12/09/2004,13.00.00,,1243.0,,7.6,883.0,,745.0,,1660.0,1036.0,24.8,70.4,2.1766,2004-09-12 13:00:00,0.4872606385007669,Poor,Moderate,13,12,9,6,1,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,1745.9200000000003,,,6.4,,,28.2,48.6,1.8253
12/09/2004,14.00.00,,1017.0,,3.5,680.0,,996.0,,1421.0,729.0,27.8,49.4,1.8209,2004-09-12 14:00:00,0.3072071932804274,Moderate,Moderate,14,12,9,6,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,1373.32,,,7.6,,,24.8,70.4,2.1766
12/09/2004,15.00.00,,1048.0,,3.3,672.0,,1050.0,,1438.0,556.0,25.4,59.9,1.9168,2004-09-12 15:00:00,0.30268134568850064,Moderate,Poor,15,12,9,6,1,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,1521.4599999999998,,,3.5,,,27.8,49.4,1.8209
12/09/2004,16.00.00,,1254.0,,6.6,840.0,,787.0,,1602.0,846.0,26.1,66.8,2.231,2004-09-12 16:00:00,0.441122144206656,Poor,Poor,16,12,9,6,1,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,1743.48,,,3.3,,,25.4,59.9,1.9168
12/09/2004,17.00.00,,1287.0,,8.3,911.0,,796.0,,1664.0,942.0,28.0,53.2,1.981,2004-09-12 17:00:00,0.513175403471303,Poor,Poor,17,12,9,6,1,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,1489.6000000000001,,,6.6,,,26.1,66.8,2.231
12/09/2004,18.00.00,,1215.0,,8.0,900.0,,823.0,,1604.0,902.0,27.4,51.4,1.8404,2004-09-12 18:00:00,0.4761704294744658,Poor,Very Poor,18,12,9,6,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1408.36,,,8.3,,,28.0,53.2,1.981
12/09/2004,19.00.00,,1363.0,,12.6,1071.0,,697.0,,1763.0,1178.0,25.7,55.8,1.8149,2004-09-12 19:00:00,0.643988257013563,Very Poor,Severe,19,12,9,6,1,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,1434.06,,,8.0,,,27.4,51.4,1.8404
12/09/2004,20.00.00,,1436.0,,17.5,1224.0,,609.0,,1886.0,1426.0,24.6,60.3,1.8363,2004-09-12 20:00:00,0.7796587962790115,Severe,Severe,20,12,9,6,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1483.38,,,12.6,,,25.7,55.8,1.8149
12/09/2004,21.00.00,,1365.0,,14.8,1143.0,,655.0,,1796.0,1394.0,24.2,61.6,1.8381,2004-09-12 21:00:00,0.7118351495658418,Severe,Severe,21,12,9,6,1,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,1490.72,,,17.5,,,24.6,60.3,1.8363
12/09/2004,22.00.00,,1506.0,,23.3,1385.0,,555.0,,2260.0,1935.0,23.8,63.5,1.8495,2004-09-12 22:00:00,0.838449111470113,Severe,Very Poor,22,12,9,6,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,1511.3,,,14.8,,,24.2,61.6,1.8381
12/09/2004,23.00.00,,1227.0,,12.2,1055.0,,705.0,,1772.0,1360.0,23.0,64.8,1.802,2004-09-12 23:00:00,0.6287146140498585,Very Poor,Poor,23,12,9,6,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,1490.3999999999999,,,23.3,,,23.8,63.5,1.8495
13/09/2004,00.00.00,,1038.0,,7.2,866.0,,833.0,,1570.0,1061.0,23.0,63.3,1.7589,2004-09-13 00:00:00,0.42957705850255623,Poor,Moderate,0,13,9,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,1455.8999999999999,,,12.2,,,23.0,64.8,1.802
13/09/2004,01.00.00,,934.0,,4.6,744.0,,970.0,,1473.0,870.0,22.8,63.3,1.7355,2004-09-13 01:00:00,0.3333421905686127,Moderate,Moderate,1,13,9,0,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,1443.24,,,7.2,,,23.0,63.3,1.7589
13/09/2004,02.00.00,,900.0,,3.8,699.0,,1036.0,,1452.0,799.0,21.0,68.6,1.6873,2004-09-13 02:00:00,0.30741615561455043,Moderate,Moderate,2,13,9,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1440.6,,,4.6,,,22.8,63.3,1.7355
13/09/2004,03.00.00,,870.0,,3.7,692.0,,1070.0,,1443.0,779.0,20.4,70.7,1.6734,2004-09-13 03:00:00,0.3001694558811891,Moderate,Moderate,3,13,9,0,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,1442.28,,,3.8,,,21.0,68.6,1.6873
13/09/2004,04.00.00,,875.0,,4.0,713.0,,1027.0,,1436.0,809.0,19.4,73.4,1.6417,2004-09-13 04:00:00,0.30148597818343803,Moderate,Moderate,4,13,9,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1423.96,,,3.7,,,20.4,70.7,1.6734
13/09/2004,05.00.00,,940.0,,5.5,789.0,,917.0,,1473.0,914.0,19.5,72.0,1.6118,2004-09-13 05:00:00,0.3472191170869898,Moderate,Poor,5,13,9,0,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,1404.0,,,4.0,,,19.4,73.4,1.6417
13/09/2004,06.00.00,,1053.0,,8.3,913.0,,824.0,,1578.0,1033.0,19.7,70.3,1.5925,2004-09-13 06:00:00,0.45031943001964175,Poor,Severe,6,13,9,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,1384.9099999999999,,,5.5,,,19.5,72.0,1.6118
13/09/2004,07.00.00,,1509.0,,28.2,1508.0,,533.0,,2257.0,1572.0,20.4,66.7,1.577,2004-09-13 07:00:00,0.830622009569378,Severe,Severe,7,13,9,0,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,1360.68,,,8.3,,,19.7,70.3,1.5925
13/09/2004,08.00.00,,1559.0,,32.1,1599.0,,498.0,,2374.0,1704.0,21.8,61.8,1.5966,2004-09-13 08:00:00,0.8333333333333334,Severe,Severe,8,13,9,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,1347.24,,,28.2,,,20.4,66.7,1.577
13/09/2004,09.00.00,,1313.0,,17.7,1231.0,,626.0,,1889.0,1455.0,23.0,60.2,1.6652,2004-09-13 09:00:00,0.7638149186298535,Severe,Severe,9,13,9,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,1384.6000000000001,,,32.1,,,21.8,61.8,1.5966
13/09/2004,10.00.00,3.1,1372.0,,18.4,1251.0,475.0,609.0,138.0,1890.0,1588.0,25.4,53.0,1.6963,2004-09-13 10:00:00,0.7895717207614704,Severe,Severe,10,13,9,0,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,1346.1999999999998,,,17.7,,,23.0,60.2,1.6652
13/09/2004,11.00.00,2.9,1320.0,,16.3,1190.0,395.0,655.0,138.0,1825.0,1482.0,30.0,41.6,1.7324,2004-09-13 11:00:00,0.7208769722798611,Severe,Severe,11,13,9,0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,1248.0,3.1,,18.4,475.0,138.0,25.4,53.0,1.6963
13/09/2004,12.00.00,3.0,1346.0,,18.2,1246.0,353.0,639.0,138.0,1907.0,1458.0,32.6,34.8,1.6872,2004-09-13 12:00:00,0.7436242181562134,Severe,Severe,12,13,9,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,1134.48,2.9,,16.3,395.0,138.0,30.0,41.6,1.7324
13/09/2004,13.00.00,3.0,1307.0,,17.9,1236.0,397.0,649.0,137.0,1869.0,1356.0,32.2,34.2,1.6145,2004-09-13 13:00:00,0.729346999124706,Severe,Very Poor,13,13,9,0,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,1101.2400000000002,3.0,,18.2,353.0,138.0,32.6,34.8,1.6872
13/09/2004,14.00.00,2.2,1157.0,,12.6,1069.0,274.0,737.0,120.0,1653.0,1100.0,32.1,33.5,1.569,2004-09-13 14:00:00,0.5331068057744356,Very Poor,Very Poor,14,13,9,0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,1075.3500000000001,3.0,,17.9,397.0,137.0,32.2,34.2,1.6145
13/09/2004,15.00.00,2.0,1154.0,,11.3,1026.0,505.0,773.0,208.0,1623.0,1212.0,32.6,31.8,1.5361,2004-09-13 15:00:00,0.6304686707184021,Very Poor,Very Poor,15,13,9,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,1036.68,2.2,,12.6,274.0,120.0,32.1,33.5,1.569
13/09/2004,16.00.00,2.3,1172.0,,14.9,1145.0,275.0,735.0,128.0,1676.0,1049.0,35.2,25.2,1.4111,2004-09-13 16:00:00,0.5703861086403238,Very Poor,Very Poor,16,13,9,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,887.0400000000001,2.0,,11.3,505.0,208.0,32.6,31.8,1.5361
13/09/2004,17.00.00,3.1,1241.0,,18.5,1254.0,360.0,693.0,145.0,1735.0,1149.0,34.3,24.7,1.3154,2004-09-13 17:00:00,0.6944637522882223,Very Poor,Severe,17,13,9,0,0,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,847.2099999999999,2.3,,14.9,275.0,128.0,35.2,25.2,1.4111
13/09/2004,18.00.00,,1379.0,,25.2,1433.0,,605.0,,1982.0,1370.0,31.5,29.9,1.3638,2004-09-13 18:00:00,0.807459646325389,Severe,Severe,18,13,9,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,941.8499999999999,3.1,,18.5,360.0,145.0,34.3,24.7,1.3154
13/09/2004,19.00.00,6.2,1570.0,,35.9,1684.0,597.0,494.0,168.0,2289.0,1716.0,29.0,36.6,1.4452,2004-09-13 19:00:00,0.8798554652213189,Severe,Severe,19,13,9,0,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,1061.4,,,25.2,,,31.5,29.9,1.3638
13/09/2004,20.00.00,4.7,1418.0,,26.7,1471.0,728.0,542.0,177.0,2064.0,1600.0,27.1,42.2,1.4949,2004-09-13 20:00:00,0.8890625524456645,Severe,Severe,20,13,9,0,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1143.6200000000001,6.2,,35.9,597.0,168.0,29.0,36.6,1.4452
13/09/2004,21.00.00,3.0,1317.0,,19.9,1295.0,891.0,593.0,172.0,1883.0,1592.0,26.1,46.4,1.5445,2004-09-13 21:00:00,0.8346716442841239,Severe,Very Poor,21,13,9,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,1211.04,4.7,,26.7,728.0,177.0,27.1,42.2,1.4949
13/09/2004,22.00.00,2.1,1204.0,,14.6,1136.0,346.0,648.0,112.0,1782.0,1491.0,25.1,49.4,1.548,2004-09-13 22:00:00,0.6129936566275324,Very Poor,Moderate,22,13,9,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,1239.94,3.0,,19.9,891.0,172.0,26.1,46.4,1.5445
13/09/2004,23.00.00,1.0,1014.0,,6.9,853.0,98.0,843.0,39.0,1499.0,1084.0,26.0,46.4,1.5375,2004-09-13 23:00:00,0.29610072350951894,Moderate,Satisfactory,23,13,9,0,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,1206.3999999999999,2.1,,14.6,346.0,112.0,25.1,49.4,1.548
14/09/2004,00.00.00,0.8,956.0,,5.6,794.0,144.0,896.0,68.0,1456.0,1007.0,24.7,49.2,1.5116,2004-09-14 00:00:00,0.27881558910795423,Satisfactory,Satisfactory,0,14,9,1,0,0.0,1.0,-1.0,-1.8369701987210297e-16,1215.24,1.0,,6.9,98.0,39.0,26.0,46.4,1.5375
14/09/2004,01.00.00,0.7,891.0,,3.9,708.0,110.0,1005.0,51.0,1382.0,823.0,24.8,49.0,1.5092,2004-09-14 01:00:00,0.20975195730454776,Satisfactory,Satisfactory,1,14,9,1,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,1215.2,0.8,,5.6,144.0,68.0,24.7,49.2,1.5116
14/09/2004,02.00.00,,856.0,,3.2,665.0,,1061.0,,1375.0,788.0,23.5,52.6,1.5035,2004-09-14 02:00:00,0.27132885385024,Satisfactory,Satisfactory,2,14,9,1,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1236.1000000000001,0.7,,3.9,110.0,51.0,24.8,49.0,1.5092
14/09/2004,03.00.00,,863.0,,3.9,703.0,,1032.0,,1403.0,791.0,20.8,62.1,1.5044,2004-09-14 03:00:00,0.28698370119450595,Satisfactory,Moderate,3,14,9,1,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,1291.68,,,3.2,,,23.5,52.6,1.5035
14/09/2004,04.00.00,,911.0,,4.6,745.0,,922.0,,1428.0,924.0,19.9,65.5,1.5078,2004-09-14 04:00:00,0.31418616401989485,Moderate,Moderate,4,14,9,1,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1303.4499999999998,,,3.9,,,20.8,62.1,1.5044
14/09/2004,05.00.00,,936.0,,5.0,765.0,,916.0,,1462.0,941.0,20.6,62.9,1.5088,2004-09-14 05:00:00,0.3375468932538317,Moderate,Poor,5,14,9,1,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,1295.74,,,4.6,,,19.9,65.5,1.5078
14/09/2004,06.00.00,,1087.0,,9.6,964.0,,774.0,,1633.0,1103.0,21.3,59.4,1.4918,2004-09-14 06:00:00,0.4927583572775329,Poor,Severe,6,14,9,1,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,1265.22,,,5.0,,,20.6,62.9,1.5088
