CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH,target_aqi_category,datetime
2.2,1189.0,,12.4,1065.0,247.0,609.0,74.0,1683.0,1830.0,23.1,61.3,1.7131,10,1,11,0,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1416.03,1.9,,9.8,266.0,62.0,20.3,71.1,1.6803,Very Poor,2004-11-01 10:00:00
2.6,1293.0,,13.9,1114.0,326.0,584.0,88.0,1702.0,1704.0,25.1,56.0,1.7565,11,1,11,0,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1405.6000000000001,2.2,,12.4,247.0,74.0,23.1,61.3,1.7131,Very Poor,2004-11-01 11:00:00
2.7,1285.0,,12.5,1065.0,319.0,597.0,90.0,1686.0,1576.0,25.8,56.1,1.841,12,1,11,0,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1447.38,2.6,,13.9,326.0,88.0,25.1,56.0,1.7565,Very Poor,2004-11-01 12:00:00
2.5,1236.0,,10.9,1011.0,320.0,631.0,91.0,1706.0,1305.0,23.7,68.2,1.9739,13,1,11,0,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1616.34,2.7,,12.5,319.0,90.0,25.8,56.1,1.841,Moderate,2004-11-01 13:00:00
1.5,1082.0,,6.5,834.0,174.0,747.0,64.0,1562.0,991.0,23.1,70.8,1.98,14,1,11,0,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1635.48,2.5,,10.9,320.0,91.0,23.7,68.2,1.9739,Poor,2004-11-01 14:00:00
2.0,1188.0,,9.4,954.0,216.0,664.0,72.0,1636.0,1148.0,23.9,66.3,1.9361,15,1,11,0,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1584.57,1.5,,6.5,174.0,64.0,23.1,70.8,1.98,Very Poor,2004-11-01 15:00:00
3.1,1348.0,,15.3,1157.0,376.0,564.0,88.0,1810.0,1307.0,23.8,65.0,1.8897,16,1,11,0,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,1547.0,2.0,,9.4,216.0,72.0,23.9,66.3,1.9361,Severe,2004-11-01 16:00:00
3.7,1394.0,,16.4,1193.0,496.0,547.0,110.0,1811.0,1386.0,23.2,65.6,1.8435,17,1,11,0,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1521.9199999999998,3.1,,15.3,376.0,88.0,23.8,65.0,1.8897,Severe,2004-11-01 17:00:00
4.0,1472.0,,19.8,1290.0,523.0,510.0,95.0,1942.0,1420.0,21.8,72.7,1.8789,18,1,11,0,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1584.8600000000001,3.7,,16.4,496.0,110.0,23.2,65.6,1.8435,Very Poor,2004-11-01 18:00:00
4.1,1291.0,,15.8,1174.0,465.0,567.0,91.0,1746.0,1341.0,21.7,67.3,1.7256,19,1,11,0,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1460.4099999999999,4.0,,19.8,523.0,95.0,21.8,72.7,1.8789,Very Poor,2004-11-01 19:00:00
3.1,1264.0,,14.5,1133.0,407.0,593.0,94.0,1750.0,1258.0,21.3,66.3,1.6594,20,1,11,0,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1412.19,4.1,,15.8,465.0,91.0,21.7,67.3,1.7256,Very Poor,2004-11-01 20:00:00
3.2,1264.0,,14.7,1138.0,412.0,579.0,86.0,1733.0,1245.0,20.4,71.6,1.7004,21,1,11,0,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,1460.6399999999999,3.1,,14.5,407.0,94.0,21.3,66.3,1.6594,Very Poor,2004-11-01 21:00:00
3.2,1260.0,,15.3,1160.0,403.0,568.0,79.0,1755.0,1231.0,19.6,75.3,1.6981,22,1,11,0,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1475.88,3.2,,14.7,412.0,86.0,20.4,71.6,1.7004,Very Poor,2004-11-01 22:00:00
2.7,1184.0,,13.0,1084.0,357.0,612.0,71.0,1674.0,1151.0,19.3,75.8,1.6762,23,1,11,0,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,1462.94,3.2,,15.3,403.0,79.0,19.6,75.3,1.6981,Poor,2004-11-01 23:00:00
2.3,1122.0,,10.5,996.0,259.0,660.0,62.0,1586.0,1048.0,18.4,76.3,1.6017,0,2,11,1,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1403.9199999999998,2.7,,13.0,357.0,71.0,19.3,75.8,1.6762,Moderate,2004-11-02 00:00:00
1.6,983.0,,7.6,881.0,227.0,752.0,56.0,1472.0,928.0,18.2,76.4,1.5787,1,2,11,1,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,1390.48,2.3,,10.5,259.0,62.0,18.4,76.3,1.6017,Satisfactory,2004-11-02 01:00:00
1.1,885.0,,4.8,753.0,147.0,878.0,49.0,1374.0,813.0,17.9,74.8,1.5219,2,2,11,1,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,1338.9199999999998,1.6,,7.6,227.0,56.0,18.2,76.4,1.5787,Satisfactory,2004-11-02 02:00:00
0.7,825.0,,3.1,661.0,,987.0,,1334.0,753.0,17.5,74.5,1.4781,3,2,11,1,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,1303.75,1.1,,4.8,147.0,49.0,17.9,74.8,1.5219,Good,2004-11-02 03:00:00
,791.0,,2.6,627.0,72.0,1069.0,38.0,1306.0,709.0,17.2,74.0,1.4388,4,2,11,1,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1272.8,0.7,,3.1,,,17.5,74.5,1.4781,Good,2004-11-02 04:00:00
0.6,802.0,,2.7,636.0,96.0,1016.0,35.0,1289.0,721.0,17.6,73.2,1.4555,5,2,11,1,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1288.3200000000002,,,2.6,72.0,38.0,17.2,74.0,1.4388,Good,2004-11-02 05:00:00
0.5,804.0,,3.0,652.0,73.0,1054.0,37.0,1294.0,710.0,17.9,69.3,1.4099,6,2,11,1,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1240.4699999999998,0.6,,2.7,96.0,35.0,17.6,73.2,1.4555,Moderate,2004-11-02 06:00:00
1.5,1014.0,,8.7,927.0,309.0,747.0,56.0,1497.0,951.0,16.1,76.3,1.3902,7,2,11,1,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1228.43,0.5,,3.0,73.0,37.0,17.9,69.3,1.4099,Severe,2004-11-02 07:00:00
3.4,1316.0,,20.7,1317.0,607.0,538.0,85.0,1860.0,1336.0,17.1,72.8,1.4054,8,2,11,1,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,1244.88,1.5,,8.7,309.0,56.0,16.1,76.3,1.3902,Severe,2004-11-02 08:00:00
4.4,1296.0,,25.2,1435.0,562.0,504.0,112.0,1899.0,1489.0,20.8,57.9,1.407,9,2,11,1,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,1204.32,3.4,,20.7,607.0,85.0,17.1,72.8,1.4054,Severe,2004-11-02 09:00:00
4.4,1381.0,,23.6,1394.0,560.0,495.0,107.0,1911.0,1558.0,20.6,60.2,1.4428,10,2,11,1,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1240.1200000000001,4.4,,25.2,562.0,112.0,20.8,57.9,1.407,Severe,2004-11-02 10:00:00
5.8,1570.0,,32.9,1617.0,844.0,426.0,151.0,2170.0,1944.0,22.1,56.6,1.4851,11,2,11,1,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1250.8600000000001,4.4,,23.6,560.0,107.0,20.6,60.2,1.4428,Severe,2004-11-02 11:00:00
4.9,1426.0,,25.6,1445.0,667.0,477.0,151.0,1970.0,1782.0,24.0,50.0,1.4679,12,2,11,1,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1200.0,5.8,,32.9,844.0,151.0,22.1,56.6,1.4851,Severe,2004-11-02 12:00:00
5.1,1535.0,,31.2,1578.0,583.0,440.0,150.0,2125.0,1921.0,25.7,45.6,1.487,13,2,11,1,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1171.92,4.9,,25.6,667.0,151.0,24.0,50.0,1.4679,Severe,2004-11-02 13:00:00
7.5,1678.0,,37.9,1727.0,726.0,390.0,190.0,2318.0,2039.0,25.5,49.7,1.5985,14,2,11,1,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1267.3500000000001,5.1,,31.2,583.0,150.0,25.7,45.6,1.487,Severe,2004-11-02 14:00:00
5.8,1605.0,,32.3,1603.0,674.0,415.0,168.0,2199.0,1912.0,25.2,50.6,1.5989,15,2,11,1,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1275.12,7.5,,37.9,726.0,190.0,25.5,49.7,1.5985,Severe,2004-11-02 15:00:00
5.9,1559.0,,31.5,1586.0,544.0,421.0,127.0,2197.0,1827.0,25.4,50.7,1.6187,16,2,11,1,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,1287.78,5.8,,32.3,674.0,168.0,25.2,50.6,1.5989,Severe,2004-11-02 16:00:00
6.8,1713.0,,38.0,1728.0,715.0,390.0,140.0,2386.0,1919.0,24.4,56.0,1.6885,17,2,11,1,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1366.3999999999999,5.9,,31.5,544.0,127.0,25.4,50.7,1.6187,Severe,2004-11-02 17:00:00
7.9,1751.0,,44.1,1853.0,789.0,358.0,158.0,2496.0,2013.0,23.0,62.1,1.7283,18,2,11,1,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1428.3,6.8,,38.0,715.0,140.0,24.4,56.0,1.6885,Severe,2004-11-02 18:00:00
8.0,1723.0,,44.9,1869.0,737.0,359.0,121.0,2563.0,1919.0,21.8,65.3,1.6889,19,2,11,1,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1423.54,7.9,,44.1,789.0,158.0,23.0,62.1,1.7283,Severe,2004-11-02 19:00:00
9.2,1778.0,,48.2,1935.0,859.0,349.0,119.0,2643.0,1927.0,20.9,67.5,1.6539,20,2,11,1,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1410.75,8.0,,44.9,737.0,121.0,21.8,65.3,1.6889,Severe,2004-11-02 20:00:00
5.9,1461.0,,29.1,1529.0,668.0,450.0,96.0,2111.0,1573.0,20.2,68.6,1.6034,21,2,11,1,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,1385.7199999999998,9.2,,48.2,859.0,119.0,20.9,67.5,1.6539,Very Poor,2004-11-02 21:00:00
3.7,1258.0,,19.1,1272.0,454.0,541.0,77.0,1804.0,1325.0,19.3,70.8,1.5728,22,2,11,1,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1366.44,5.9,,29.1,668.0,96.0,20.2,68.6,1.6034,Poor,2004-11-02 22:00:00
2.6,1138.0,,13.9,1113.0,337.0,610.0,66.0,1641.0,1203.0,19.2,68.8,1.5097,23,2,11,1,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,1320.9599999999998,3.7,,19.1,454.0,77.0,19.3,70.8,1.5728,Satisfactory,2004-11-02 23:00:00
1.1,936.0,,6.8,849.0,127.0,798.0,56.0,1381.0,947.0,20.4,61.1,1.4495,0,3,11,2,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1246.44,2.6,,13.9,337.0,66.0,19.2,68.8,1.5097,Poor,2004-11-03 00:00:00
2.6,1167.0,,13.2,1090.0,281.0,626.0,62.0,1620.0,1106.0,18.0,71.5,1.4615,1,3,11,2,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,1287.0,1.1,,6.8,127.0,56.0,20.4,61.1,1.4495,Poor,2004-11-03 01:00:00
2.2,1071.0,,10.7,1003.0,252.0,665.0,58.0,1542.0,1045.0,17.5,73.2,1.4515,2,3,11,2,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,1281.0,2.6,,13.2,281.0,62.0,18.0,71.5,1.4615,Satisfactory,2004-11-03 02:00:00
0.9,866.0,,4.1,717.0,,909.0,,1328.0,827.0,17.2,71.7,1.394,3,3,11,2,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,1233.24,2.2,,10.7,252.0,58.0,17.5,73.2,1.4515,Good,2004-11-03 03:00:00
,836.0,,2.9,647.0,65.0,985.0,37.0,1271.0,777.0,16.4,74.4,1.3779,4,3,11,2,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1220.16,0.9,,4.1,,,17.2,71.7,1.394,Good,2004-11-03 04:00:00
0.5,823.0,,2.7,630.0,69.0,1033.0,35.0,1253.0,748.0,16.8,71.9,1.3628,5,3,11,2,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1207.92,,,2.9,65.0,37.0,16.4,74.4,1.3779,Good,2004-11-03 05:00:00
0.7,890.0,,4.3,727.0,151.0,917.0,50.0,1290.0,833.0,16.9,70.5,1.3504,6,3,11,2,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1191.4499999999998,0.5,,2.7,69.0,35.0,16.8,71.9,1.3628,Moderate,2004-11-03 06:00:00
1.3,1019.0,,8.0,901.0,231.0,750.0,64.0,1438.0,960.0,17.0,70.1,1.3512,7,3,11,2,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1191.6999999999998,0.7,,4.3,151.0,50.0,16.9,70.5,1.3504,Very Poor,2004-11-03 07:00:00
2.2,1177.0,,15.5,1166.0,297.0,621.0,75.0,1667.0,1157.0,18.8,62.5,1.3401,8,3,11,2,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,1175.0,1.3,,8.0,231.0,64.0,17.0,70.1,1.3512,Severe,2004-11-03 08:00:00
3.7,1348.0,,23.8,1398.0,515.0,505.0,101.0,1847.0,1444.0,20.3,58.4,1.3745,9,3,11,2,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,1185.52,2.2,,15.5,297.0,75.0,18.8,62.5,1.3401,Severe,2004-11-03 09:00:00
3.7,1341.0,,21.0,1323.0,499.0,516.0,94.0,1786.0,1522.0,23.7,49.1,1.423,10,3,11,2,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1163.67,3.7,,23.8,515.0,101.0,20.3,58.4,1.3745,Severe,2004-11-03 10:00:00
3.4,1307.0,,19.3,1278.0,445.0,527.0,95.0,1767.0,1452.0,26.6,42.8,1.4713,11,3,11,2,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1138.48,3.7,,21.0,499.0,94.0,23.7,49.1,1.423,Severe,2004-11-03 11:00:00
3.4,1305.0,,19.7,1287.0,464.0,525.0,124.0,1771.0,1437.0,26.2,43.5,1.4591,12,3,11,2,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1139.7,3.4,,19.3,445.0,95.0,26.6,42.8,1.4713,Very Poor,2004-11-03 12:00:00
2.6,1177.0,,13.2,1090.0,298.0,612.0,86.0,1632.0,1209.0,26.3,43.6,1.4663,13,3,11,2,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1146.68,3.4,,19.7,464.0,124.0,26.2,43.5,1.4591,Poor,2004-11-03 13:00:00
2.5,1192.0,,13.0,1085.0,266.0,617.0,79.0,1638.0,1170.0,26.6,42.5,1.4568,14,3,11,2,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1130.5,2.6,,13.2,298.0,86.0,26.3,43.6,1.4663,Very Poor,2004-11-03 14:00:00
2.5,1214.0,,12.9,1080.0,323.0,611.0,87.0,1642.0,1190.0,26.3,43.7,1.4718,15,3,11,2,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1149.3100000000002,2.5,,13.0,266.0,79.0,26.6,42.5,1.4568,Very Poor,2004-11-03 15:00:00
2.7,1240.0,,15.1,1152.0,352.0,575.0,94.0,1699.0,1278.0,25.6,46.2,1.4903,16,3,11,2,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,1182.72,2.5,,12.9,323.0,87.0,26.3,43.7,1.4718,Very Poor,2004-11-03 16:00:00
3.2,1271.0,,16.3,1188.0,372.0,563.0,107.0,1703.0,1305.0,25.1,47.6,1.4983,17,3,11,2,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1194.76,2.7,,15.1,352.0,94.0,25.6,46.2,1.4903,Severe,2004-11-03 17:00:00
3.7,1333.0,,20.5,1312.0,383.0,520.0,107.0,1853.0,1364.0,23.8,51.4,1.4956,18,3,11,2,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1223.32,3.2,,16.3,372.0,107.0,25.1,47.6,1.4983,Severe,2004-11-03 18:00:00
4.6,1390.0,,24.4,1414.0,455.0,487.0,117.0,1959.0,1428.0,23.3,53.1,1.496,19,3,11,2,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1237.23,3.7,,20.5,383.0,107.0,23.8,51.4,1.4956,Very Poor,2004-11-03 19:00:00
3.3,1266.0,,18.7,1261.0,355.0,541.0,97.0,1807.0,1285.0,22.4,55.2,1.4735,20,3,11,2,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1236.48,4.6,,24.4,455.0,117.0,23.3,53.1,1.496,Poor,2004-11-03 20:00:00
2.4,1140.0,,12.7,1072.0,267.0,626.0,90.0,1597.0,1143.0,21.7,57.7,1.4766,21,3,11,2,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,1252.09,3.3,,18.7,355.0,97.0,22.4,55.2,1.4735,Very Poor,2004-11-03 21:00:00
2.8,1240.0,,15.6,1168.0,308.0,582.0,86.0,1714.0,1235.0,20.5,63.0,1.5043,22,3,11,2,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1291.5,2.4,,12.7,267.0,90.0,21.7,57.7,1.4766,Very Poor,2004-11-03 22:00:00
2.7,1187.0,,14.2,1122.0,313.0,589.0,77.0,1641.0,1208.0,19.5,67.6,1.5156,23,3,11,2,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,1318.1999999999998,2.8,,15.6,308.0,86.0,20.5,63.0,1.5043,Moderate,2004-11-03 23:00:00
1.8,1043.0,,9.9,975.0,216.0,675.0,66.0,1489.0,1041.0,18.7,69.0,1.4727,0,4,11,3,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1290.3,2.7,,14.2,313.0,77.0,19.5,67.6,1.5156,Satisfactory,2004-11-04 00:00:00
1.1,948.0,,6.3,826.0,137.0,802.0,57.0,1382.0,897.0,19.3,65.5,1.45,1,4,11,3,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,1264.15,1.8,,9.9,216.0,66.0,18.7,69.0,1.4727,Satisfactory,2004-11-04 01:00:00
1.2,955.0,,5.2,775.0,140.0,831.0,55.0,1362.0,862.0,17.6,70.8,1.4105,2,4,11,3,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,1246.0800000000002,1.1,,6.3,137.0,57.0,19.3,65.5,1.45,Satisfactory,2004-11-04 02:00:00
0.8,915.0,,4.2,721.0,,891.0,,1315.0,816.0,16.8,72.9,1.3851,3,4,11,3,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,1224.7200000000003,1.2,,5.2,140.0,55.0,17.6,70.8,1.4105,Good,2004-11-04 03:00:00
0.6,832.0,,2.9,644.0,94.0,990.0,40.0,1239.0,747.0,17.8,68.1,1.3722,4,4,11,3,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1212.1799999999998,0.8,,4.2,,,16.8,72.9,1.3851,Good,2004-11-04 04:00:00
0.5,846.0,,2.6,628.0,79.0,1025.0,40.0,1218.0,727.0,16.1,73.5,1.3329,5,4,11,3,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1183.3500000000001,0.6,,2.9,94.0,40.0,17.8,68.1,1.3722,Good,2004-11-04 05:00:00
0.7,897.0,,4.7,750.0,156.0,874.0,46.0,1270.0,799.0,15.8,73.5,1.3151,6,4,11,3,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1161.3,0.5,,2.6,79.0,40.0,16.1,73.5,1.3329,Good,2004-11-04 06:00:00
0.8,908.0,,5.1,767.0,153.0,868.0,53.0,1272.0,807.0,17.0,68.0,1.3102,7,4,11,3,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1156.0,0.7,,4.7,156.0,46.0,15.8,73.5,1.3151,Severe,2004-11-04 07:00:00
3.5,1348.0,,22.2,1357.0,464.0,526.0,84.0,1833.0,1324.0,16.0,72.2,1.3077,8,4,11,3,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,1155.2,0.8,,5.1,153.0,53.0,17.0,68.0,1.3102,Severe,2004-11-04 08:00:00
3.6,1384.0,,23.3,1386.0,435.0,504.0,88.0,1833.0,1404.0,17.8,65.4,1.3213,9,4,11,3,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,1164.1200000000001,3.5,,22.2,464.0,84.0,16.0,72.2,1.3077,Severe,2004-11-04 09:00:00
,1473.0,,26.3,1463.0,683.0,462.0,143.0,1948.0,1605.0,20.6,56.0,1.3467,10,4,11,3,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1153.6000000000001,3.6,,23.3,435.0,88.0,17.8,65.4,1.3213,Severe,2004-11-04 10:00:00
,1360.0,,19.7,1287.0,523.0,517.0,130.0,1755.0,1478.0,23.6,48.0,1.3757,11,4,11,3,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1132.8000000000002,,,26.3,683.0,143.0,20.6,56.0,1.3467,Very Poor,2004-11-04 11:00:00
,1305.0,,17.4,1223.0,460.0,545.0,120.0,1720.0,1414.0,23.7,49.8,1.4433,12,4,11,3,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1180.26,,,19.7,523.0,130.0,23.6,48.0,1.3757,Severe,2004-11-04 12:00:00
,1337.0,,20.2,1302.0,417.0,507.0,139.0,1786.0,1465.0,24.7,47.4,1.4527,13,4,11,3,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1170.78,,,17.4,460.0,120.0,23.7,49.8,1.4433,Severe,2004-11-04 13:00:00
,1414.0,,24.4,1414.0,486.0,478.0,139.0,1896.0,1588.0,25.9,42.8,1.4122,14,4,11,3,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1108.5199999999998,,,20.2,417.0,139.0,24.7,47.4,1.4527,Severe,2004-11-04 14:00:00
,1463.0,,24.5,1417.0,512.0,467.0,156.0,1900.0,1651.0,26.8,43.3,1.4977,15,4,11,3,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1160.44,,,24.4,486.0,139.0,25.9,42.8,1.4122,Severe,2004-11-04 15:00:00
,1530.0,,24.8,1425.0,595.0,457.0,143.0,1975.0,1652.0,26.6,45.5,1.5555,16,4,11,3,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,1210.3,,,24.5,512.0,156.0,26.8,43.3,1.4977,Severe,2004-11-04 16:00:00
,1915.0,,45.9,1889.0,1052.0,340.0,186.0,2603.0,2110.0,24.8,53.9,1.6683,17,4,11,3,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1336.72,,,24.8,595.0,143.0,26.6,45.5,1.5555,Severe,2004-11-04 17:00:00
8.7,1882.0,,47.5,1920.0,1014.0,328.0,171.0,2609.0,2204.0,23.1,61.1,1.7082,18,4,11,3,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1411.41,,,45.9,1052.0,186.0,24.8,53.9,1.6683,Severe,2004-11-04 18:00:00
5.8,1589.0,,33.0,1619.0,633.0,406.0,124.0,2216.0,1780.0,22.2,63.7,1.6865,19,4,11,3,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1414.14,8.7,,47.5,1014.0,171.0,23.1,61.1,1.7082,Severe,2004-11-04 19:00:00
4.3,1463.0,,27.2,1484.0,485.0,443.0,97.0,2011.0,1590.0,21.1,66.1,1.6313,20,4,11,3,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1394.71,5.8,,33.0,633.0,124.0,22.2,63.7,1.6865,Severe,2004-11-04 20:00:00
3.6,1380.0,,21.8,1345.0,480.0,493.0,92.0,1856.0,1419.0,20.0,69.0,1.5956,21,4,11,3,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,1380.0,4.3,,27.2,485.0,97.0,21.1,66.1,1.6313,Severe,2004-11-04 21:00:00
3.9,1383.0,,21.3,1332.0,572.0,495.0,96.0,1855.0,1415.0,19.1,72.0,1.5732,22,4,11,3,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1375.2,3.6,,21.8,480.0,92.0,20.0,69.0,1.5956,Poor,2004-11-04 22:00:00
2.4,1181.0,,13.3,1094.0,345.0,600.0,74.0,1599.0,1180.0,18.8,70.6,1.5209,23,4,11,3,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,1327.28,3.9,,21.3,572.0,96.0,19.1,72.0,1.5732,Moderate,2004-11-04 23:00:00
1.6,1061.0,,8.8,931.0,195.0,699.0,65.0,1481.0,1015.0,18.5,69.5,1.4657,0,5,11,4,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1285.75,2.4,,13.3,345.0,74.0,18.8,70.6,1.5209,Moderate,2004-11-05 00:00:00
1.8,1091.0,,9.2,945.0,213.0,698.0,62.0,1467.0,1014.0,18.4,68.5,1.439,1,5,11,4,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,1260.3999999999999,1.6,,8.8,195.0,65.0,18.5,69.5,1.4657,Moderate,2004-11-05 01:00:00
1.5,1010.0,,7.6,884.0,216.0,719.0,59.0,1430.0,938.0,16.8,73.3,1.3915,2,5,11,4,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,1231.44,1.8,,9.2,213.0,62.0,18.4,68.5,1.439,Good,2004-11-05 02:00:00
